都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
302015,3070109990,和歌山県,和歌山市,いのうえケアセンター居宅支援,イノウエケアセンターキョタクシエン,居宅介護支援,和歌山県和歌山市湊通丁南４丁目５番地３,,34.222969204326660,135.162613658232170,073-488-5236,073-488-3713,3470001005840,カインドメディケアルーフ株式会社,3070109990,平日,電話等により24時間常時受付等が可能な状態とする。,,,,,,
302015,3070109198,和歌山県,和歌山市,居宅介護支援事業所　あすか,キョタクカイゴシエンジギョウショ　アスカ,居宅介護支援,和歌山市新在家165-8,,34.244109757768440,135.196610584022550,073-460-2674,073-460-5134,7170002005882,有限会社あすか,3070109198,平日,,0,,,,,
302015,3060190109,和歌山県,和歌山市,訪問看護ステーション「西和歌山」,ホウモンカンゴステーション　ニシワカヤマ,居宅介護支援,和歌山市土入１７６番地,,34.253055600000000,135.140248400000020,073-454-9920,073-454-9918,5170005001179,医療法人　良友会,3060190109,平日,緊急時対応可能,0,http://wwwnishiwaka.or.jp,,,,
302015,3070107994,和歌山県,和歌山市,和柔整・山根接骨院,ワジュウセイヤマネセッコツイン,居宅介護支援,和歌山市古屋６８－４９,,34.256786726441180,135.119419899258450,073-455-6249,073-496-0079,3170005005834,一般社団法人和歌山県接骨師会,3070107994,"平日,土曜日",,0,yamane6080@yahoo.co.jp,,,,
302015,3070113505,和歌山県,和歌山市,よろず相談所,ヨロズソウダンジョ,居宅介護支援,和歌山県和歌山市関戸3丁目4番23号,,34.196391400000000,135.164711100000000,090-8796-4628,073-444-0114,1170003001440,合同会社よろずや,3070113505,平日,,0,,,,,
302015,3070111616,和歌山県,和歌山市,居宅介護支援事業所　ケアネット,キョタクカイゴシエンジギョウショ　ケアネット,居宅介護支援,和歌山県和歌山市雑賀屋町12,,34.228022300000020,135.167641700000000,073-436－8201,,5170001006272,ケアネットサービス株式会社,3070111616,"平日,祝日",定休日においても、緊急時や状況に応じて対応致します,0,http//carenet-wakayama.com,,,,
302015,3070101146,和歌山県,和歌山市,たかまつ居宅介護支援センター,タカマツキョタクカイゴシエンセンター,居宅介護支援,和歌山市西高松１－５－３６,,34.208111200000000,135.171302999999970,073-422-6007,073-424-2096,9170005001118,医療法人　潤生会,3070101146,"平日,土曜日",,50,,,,,
302015,3070108042,和歌山県,和歌山市,和柔整・ケアプランニング辻岡接骨院,ワジュウセイ・ケアプランニングツジオカセッコツイン,居宅介護支援,和歌山市中島５１３－１１,,34.213513900000000,135.189460000000050,０７３－４７５－２７７３,０７３－４７５－２７８２,3170005005834,一般社団法人和歌山県接骨師会,3070108042,"平日,土曜日",（月・火・水・金）１２：００～１５：００、１９：００～２０：００　　　　　　　　　（改行）（木・土）１２：００～２０：００,35,,,,,
302015,3070100338,和歌山県,和歌山市,社会福祉法人喜成会,シャカイフクシホウジン　キセイカイ,居宅介護支援,和歌山市北野１２８番地,,34.264983363265950,135.249555349073830,073-462-3033,073-462-0294,5170005001303,社会福祉法人喜成會,3070100338,平日,24時間連絡体制を確保し必要に応じて指定居宅介護支援を行う体制を確保しています。,0,http://www.kiseikai-w.or.jp/,,,,
302015,3070111889,和歌山県,和歌山市,ケアプランハウス　いずみ,ケアプランハウスイズミ,居宅介護支援,和歌山県和歌山市新堀東一丁目6番21号,,34.212960899999990,135.173680000000000,073-488-8639,073-488-8667,5170002008508,有限会社いずみヘルパーステーション,3070111889,"平日,日曜日",緊急時は携帯電話（090-9994-6872）で対応する。,0,,,,,
302015,3070113802,和歌山県,和歌山市,花まる,ハナマル,居宅介護支援,和歌山県和歌山市黒田1丁目1-4パインフィールド302,パインフィールド302,34.233067700000000,135.191811100000000,070-2323-2354,073-418-4303,3170003001579,合同会社　花まる,3070113802,平日,夏季休業8/13～8/15年末年始休業12/29～1/3,5,,,,,
302015,3070108026,和歌山県,和歌山市,和柔整・畑村接骨院,ワジュウセイハタムラセッコツイン,居宅介護支援,和歌山市松島２２－７,,34.250043900000000,135.210548900000050,073-474-6144,073-474-6144,3170005005834,一般社団法人和歌山県接骨師会,3070108026,"平日,土曜日",,13,,,,,
302015,3070113018,和歌山県,和歌山市,ケアプランセンター至福の郷,ケアプランセンターシフクノサト,居宅介護支援,和歌山県和歌山市弘西844-1,,34.266554400000000,135.240863399999970,073-463-6777,073-463-6888,2170001000369,永伸総合警備株式会社,3070113018,"平日,祝日",夏季休暇　　　　8/13～8/16（改行）年末年始休暇　　12/30～1/3,0,http://www.shifukuno-sato.com,,,,
302015,3070113562,和歌山県,和歌山市,ケアプランセンターハピネス,ケアプランセンターハピネス,居宅介護支援,和歌山県和歌山市直川1700番地3,,34.262772085718420,135.215074820375100,073-499-5476,073-494-4154,2170001016209,株式会社ａｚｕｒｅ,3070113562,平日,,10,,,,,
302015,3070109099,和歌山県,和歌山市,ケアプランセンター　風鈴,ケアプランセンター　フウリン,居宅介護支援,和歌山市太田593クレール大門川207号,クレール大門川207号,34.231836900000000,135.198225300000000,073-499-7750,073-499-7751,2170001012570,株式会社　ウィンベル,3070109099,平日,24時間対応,143,,,,,
302015,3070111517,和歌山県,和歌山市,ケアプランセンター　ひろ,ケアプランセンター　ヒロ,居宅介護支援,和歌山県和歌山市舟津町四丁目28番地の2,,34.218254100000000,135.159248199999980,073-422-8226,073-422-8227,5170001013871,株式会社　ひろ,3070111517,"平日,土曜日",定休日は日祝としていますが、ご相談や面談は毎日随時受け付けております。,0,,,,,
302015,3070113265,和歌山県,和歌山市,ケアプランセンター希望,ケアプランセンターキボウ,居宅介護支援,和歌山県和歌山市六十谷86-3リバーサイドマンション704号室,リバーサイドマンション704号室,34.258449500000000,135.200581900000000,090-4561-9591,073-488-7974,8170001006451,株式会社希望,3070113265,平日,,0,,,,,
302015,3070112598,和歌山県,和歌山市,ケアプランセンター花,ケアプランセンターハナ,居宅介護支援,和歌山県和歌山市田野333-3,,34.184989089600440,135.151443701059430,073-441-7001,073-441-7005,9170001015006,株式会社　晶,3070112598,"平日,祝日",,0,,,,,
302015,3070111707,和歌山県,和歌山市,介護相談センターピース＆ピース,カイゴソウダンセンターピースアンドピース,居宅介護支援,和歌山県和歌山市北出島12-7,,34.223394911703220,135.194960841629130,073-499-5508,073-499-5504,3170001014079,株式会社　創成,3070111707,平日,,15,http://wpap.ciao.jp,,,,
302015,3070112044,和歌山県,和歌山市,北水館,ホクスイカン,居宅介護支援,和歌山県和歌山市北出島88-2,,34.221804379207630,135.192129118737770,073-460-0174,073-460-5062,9170001014362,株式会社北水館,3070112044,平日,必要に応じて定休日に対応する事がある,0,,,,,
302015,3070108711,和歌山県,和歌山市,合同会社ケアサポートちさと,ゴウドウガイシャ　ケアサポート　チサト,居宅介護支援,和歌山市和田446番地１　　福田住宅３０３,,34.202675900000000,135.176711100000030,080-3794-5000,073-494--3900,8170003000683,合同会社ケアサポートちさと,3070108711,平日,緊急時による対応をしています。,0,,,,,
302015,3070111442,和歌山県,和歌山市,合同会社ケアプランセンター虹色,ゴウドウガイシャケアプランセンターニジイロ,居宅介護支援,和歌山県和歌山市杭ノ瀬２４４番地６,,34.207042400000000,135.194581900000000,073-471-7498,073-471-7498,3170003000993,合同会社ケアプランセンター虹色,3070111442,平日,,40,,,,,
302015,3070114487,和歌山県,和歌山市,居宅介護支援ぷらむ,キョタクカイゴシエンプラム,居宅介護支援,和歌山県和歌山市六十谷1072-3インペリアル平成101号,インペリアル平成101号,34.264256790981550,135.199665665281200,073-499-1244,073-499-1245,9170003001846,合同会社ケーアイエー,3070114487,平日,12/29～1/3を除く,,,,,,
302015,3070114545,和歌山県,和歌山市,ケアプランセンターぽれぽれ,ケアプランセンターポレポレ,居宅介護支援,福島498-3光進ハイツ506,光進ハイツ506,37.760799100000000,140.474785600000000,073-499-1125,073-499-1126,1170003001845,合同会社ぽれぽれ,3070114545,平日,,,,,,,
302015,3070100130,和歌山県,和歌山市,在宅ケアセンターしあわせ　居宅介護支援室,ザイタクケアセンターシアワセ　キョタクカイゴシエンシツ,居宅介護支援,和歌山市中之島５００－１０,,34.242802200000000,135.187939799999980,073-426-1519,073-426-2519,6170005001327,社会福祉法人しあわせ,3070100130,"平日,祝日",,0,http://shiawase-kaigo.or.jo,,,,
302015,3070108430,和歌山県,和歌山市,わかうら園ケアプランセンター,ワカウラエンケアプランセンター,居宅介護支援,和歌山市田野190ケアハウスわかうら園,ケアハウスわかうら園,34.185204700000000,135.150377100000010,073-445-0811,073-448-5548,3170005001321,社会福祉法人　わかうら会,3070108430,"平日,祝日",併設施設との連携の上、24時間連絡対応可能。,,https://wakaurakai.or.jp/,,,,
302015,3070101914,和歌山県,和歌山市,あいの里,アイノサト,居宅介護支援,和歌山市相坂655番地の1,,34.195200975641114,135.224362899336280,073-479-2500,073-479-2346,2170005001322,社会福祉法人安原福祉会,3070101914,"平日,祝日",,20,http://www.ainosato-wa.or.jp,,,,
302015,3070114651,和歌山県,和歌山市,ケアプランセンター　フローレンス三寿,ケアプランセンター　フローレンスサンジュ,居宅介護支援,和歌山県和歌山市向180番1,,34.257987086309830,135.142664394442800,073-451-8500,073-451-8503,1170005002370,社会福祉法人公風会,3070114651,平日,土曜日、日曜日、祝日、年末年始,,https://www.koufu-kai.or.jp/,,,,
302015,3070106418,和歌山県,和歌山市,ほうらい苑ケアプランセンター,ホウライエンケアプランセンター,居宅介護支援,和歌山市新和歌浦２番９号,,34.185696300000000,135.156757200000010,073-448-3336,073-448-3332,2170005001900,社会福祉法人弘心会,3070106418,"平日,祝日",,0,http://www.horai-en.com,,,,
302015,3070100460,和歌山県,和歌山市,ケアプランニングセンターソーラス,ケアプランニングセンターソーラス,居宅介護支援,和歌山県和歌山市福島296番地の3,,34.250803600000000,135.165052400000040,073-452-0807,073-457-2655,5170005001328,社会福祉法人福美会,3070100460,"平日,祝日",,35,https://www.fukumikai-solas.com,,,,
302015,3070114347,和歌山県,和歌山市,あさがおケアプランセンター,アサガオケアプランセンター,居宅介護支援,和歌山市太田2丁目8番21-302号,,34.231302300000000,135.194680300000000,073-474-0367,073-496-4202,9170003001788,あさがお合同会社,3070114347,平日,,,,,,,
302015,3070104124,和歌山県,和歌山市,居宅介護支援事業所ゆうゆう福島,キョタクカイゴシエンジギョウショユウユウフクシマ,居宅介護支援,和歌山市福島269-8,,34.250598100000000,135.168110500000000,073-457-1131,073-457-1667,8170005001102,医療法人弘仁会,3070104124,平日,臨時の休業については２週間前掲示する。（改行）（改行）営業時間以外は各担当の介護支援専門員の携帯に連絡いただき対応する。（改行）また、つながらないときは管理者が対応する。,0,,,,,
302015,3070111863,和歌山県,和歌山市,和歌山市小倉267-10,ケアサポートセンターマリア,居宅介護支援,和歌山県和歌山市小倉267-10,,36.204824000000000,138.252924000000000,090-4563-0610,073-477-5730,6170001014217,株式会社ｍａｒｉａ,3070111863,平日,24時間電話で医療介護相談あり。,1,ｈｔｔｐ：//ｗａｋａｙａｍａ-ｍａｒｉａ.ｊｐ,,,,
302015,3070101948,和歌山県,和歌山市,ケアステーション　たがみ,ケアステーション　タガミ,居宅介護支援,和歌山市友田町3丁目20番地,,34.233514200000010,135.187220700000000,073-422-4386,073-423-5558,2170002001944,有限会社城東メディカル・サービス,3070101948,平日,緊急を要する場合は対応いたします。,5,https://tagami-joto.co.jp/,,,,
302015,3070102607,和歌山県,和歌山市,しんわ,シンワ,居宅介護支援,和歌山市中之島710-3グランドハイツサンシャイン201号,グランドハイツサンシャイン201号,34.241549700000000,135.182683000000000,073-488-4150,073-402-0911,8170002005403,有限会社新和福祉管理サービス,3070102607,平日,,35,,,,,
302015,3070111004,和歌山県,和歌山市,ミントケアプランセンター,ミントケアプランセンター,居宅介護支援,和歌山県和歌山市西庄79番地12,,34.263440200000000,135.120246700000050,073-499-6174,073-499-6184,9170001013678,Ｓ＆Ｋウォーク株式会社,3070111004,"平日,土曜日,祝日",ただし、年末12月29日～1月3日は休日とする。,15,http://www.sk-walk.co.jp,,,,
302015,3070113638,和歌山県,和歌山市,かすみ草居宅介護支援事業所,カスミソウキョタクカイゴシエンジギョウショ,居宅介護支援,和歌山市西浜814番地1グランドハイツ西浜501号,グランドハイツ西浜501号,34.210572100000000,135.156860900000000,073-488-8183,073-497-5670,2170003001522,かすみ草合同会社,3070113638,"平日,祝日",,,,,,,
302015,3070109966,和歌山県,和歌山市,ケアプラン福,ケアプランフク,居宅介護支援,今福1丁目７番３号,,34.214604700000000,135.166228199999980,073-427-2861,073-418-5680,1170001013090,マンテール株式会社,3070109966,平日,従業者が管理者を含め一人であるため、休日や就業時間などは利用所の都合により柔軟に対応,36,,,,,
302015,3070100213,和歌山県,和歌山市,在宅介護支援センター　かまやま,ザイタクカイゴシエンセンター　カマヤマ,居宅介護支援,和歌山市　和田350番地,,34.200747950071160,135.206002559524600,073-475-2550,073-474-8306,2170005001140,医療法人稲祥会,3070100213,"平日,土曜日",,0,http://www.inada-med.or.jp,,,,
302015,3070106301,和歌山県,和歌山市,ケアプランセンター福慈会,ケアプランセンターフクジカイ,居宅介護支援,和歌山市和歌浦東３丁目５番３２号,,34.189088500000000,135.177594499999940,073-445-7712,073-445-9360,5170005001154,医療法人　福慈会,3070106301,"平日,土曜日",,0,,,,,
302015,3070100254,和歌山県,和歌山市,桔梗,キキョウ,居宅介護支援,和歌山市鳴神120番地5,,34.226151278876080,135.210739688330050,073-475-5160,073-475-8160,2170005001173,医療法人裕紫会,3070100254,"平日,土曜日",24時間体制を確保しているため、営業時間外は各自業務用携帯を保持し、緊急時には必要な対応ができるようにしている。,120,,,,,
302015,3070111053,和歌山県,和歌山市,居宅介護支援事業所　リハ☆いち,キョタクカイゴシエンジギョウショ　リハイチ,居宅介護支援,和歌山県和歌山市宇治鉄砲場１１２フジコーポ１Ｆ,フジコーポ１Ｆ,34.242968600000000,135.174656000000030,０７３－４９９－４５３６,０７３－４９９－４５３７,8170001013266,株式会社Ａｘｉｓ　Ｓｕｐｐｏｒｔ,3070111053,"平日,土曜日",,44,axissuppo.wix.com/axis.support,,,,
302015,3070109750,和歌山県,和歌山市,居宅介護支援事業所　ほしや,キョタクカイゴシエンジギョウショ　ホシヤ,居宅介護支援,和歌山市上三毛６８５－１,,34.243518551575080,135.300376595075930,073-477-7202,073-477-7201,5170001012329,株式会社　ＭＵＲＯ,3070109750,平日,,40,http://www.murohome.jp,,,,
302015,3070108927,和歌山県,和歌山市,ケアプランセンター福友会,ケアプランセンターフクユウカイ,居宅介護支援,和歌山県和歌山市井辺5-15プリシェール井辺103,プリシェール井辺103,34.224169186349340,135.208430272082040,073-471-3445,050-3606-7587,6170001012484,株式会社TripleArrows,3070108927,平日,電話、FAX等にて24時間対応,0,,,,,
302015,3070105931,和歌山県,和歌山市,スマイル・ステーションケア事業部,スマイル・ステーションケアジギョウブ,居宅介護支援,和歌山市大垣内564-3,,34.246332322469165,135.273832728836080,073-463-4216,073-463-4218,6170001006189,株式会社　スマイル・ステーション,3070105931,平日,その他の休業日　12月29日～1月3日、8月13日～8月16日,0,,,,,
302015,3070109610,和歌山県,和歌山市,パソナライフケア栄谷,パソナライフケアサカエダニ,居宅介護支援,和歌山県和歌山市栄谷179-1,,34.256631517346530,135.153495497136650,073-455-3833,073-457-0644,5010001151646,株式会社パソナライフケア,3070109610,"平日,土曜日",,1,http://www.pasona-lc.co.jp/,,,,
302015,3070111780,和歌山県,和歌山市,紀州リハビリケア　ケアプランセンター,キシュウリハビリケア　ケアプランセンター,居宅介護支援,和歌山県和歌山市冬野1335-1,,34.186414800000000,135.216407800000070,073-488-7581,073-488-7452,1170001006904,株式会社紀州ライフコーディネートサービス,3070111780,"平日,祝日",,0,kisyuuriha9261@wit.ocn.ne.jp,,,,
302015,3070107655,和歌山県,和歌山市,和歌山県和歌山市松江東4丁目12-32,ワカヤマケンワカヤマシマツエヒガシ,居宅介護支援,和歌山県和歌山市松江東4丁目12-32,,34.247363300000000,135.142400600000000,073-452-3210,073-412-5678,3170003000432,合同会社北斗星,3070107655,"平日,土曜日,日曜日,祝日",,0,,,,,
302015,3070100346,和歌山県,和歌山市,ジョイフルホームやつなみ,ジョイフルホームヤツナミ,居宅介護支援,和歌山市西庄527-4,,34.262407000000000,135.108724899999970,073-456-1947,073-480-1260,4170005001320,社会福祉法人やつなみ,3070100346,平日,営業日及び営業時間外についても転送電話により相談や受付業務が行えます。,0,,,,,
302015,3070100353,和歌山県,和歌山市,西庄園,セイショウエン,居宅介護支援,和歌山市西庄1133-2,,34.264209600000000,135.112891399999970,073-452-8853,073-452-8890,6170005001319,社会福祉法人　真愛会,3070100353,"平日,土曜日,祝日",土曜日については輪番制で介護支援専門員１名が出勤する。,0,http://seisyoen-minori.jp/,,,,
302015,3070111905,和歌山県,和歌山市,オレンジコープ紀伊,オレンジコープキイ,居宅介護支援,和歌山県和歌山市弘西579,,34.270954000000000,135.239996400000000,073-462-5533,073-462-5501,2120105007158,泉南生活協同組合,3070111905,"平日,祝日",,72,http://www.orangecoop.jp/,,,,
302015,3070103357,和歌山県,和歌山市,有限会社ダイケンハウジング福祉事業部,ダイケンハウジングフクシジギョウブ,居宅介護支援,和歌山市三葛521日之出建設本社ビル2Ｆ,日之出建設本社ビル2Ｆ,34.200604200000000,135.186443800000000,073-422-4601,073-422-4661,8170002005626,有限会社ダイケンハウジング,3070103357,平日,,0,,,,,
302015,3070112796,和歌山県,和歌山市,ケアプランセンターはやし,ケアプランセンターハヤシ,居宅介護支援,和歌山県和歌山市宇須2-1-31,,34.204516799999986,135.174765700000000,080-6172-4863,073-460-0404,6170002003037,有限会社ハヤシ,3070112796,平日,,0,careplan.center.hayashi0801＠gmail.com,,,,
302015,3060190398,和歌山県,和歌山市,まつい訪問看護ステーション,マツイホウモンカンゴステーション,居宅介護支援,和歌山県和歌山市砂山南四丁目1番37号,,34.216601500000000,135.159764799999950,073-402-2207,073-402-2208,9170002005138,有限会社まついコーポレーション,3060190398,平日,必要に応じ対応します。,0,http://matsui-houmonkango.co.jp/,,,,
302015,3070114164,和歌山県,和歌山市,シニアCOOP和歌山北ケアプランセンター,シニアコープワカヤマキタケアプランセンター,居宅介護支援,和歌山県和歌山市直川565-7,,34.262460700000000,135.219394400000000,073-488-4925,073-488-4928,1170005001455,和歌山高齢者生活協同組合,3070114164,平日,24時間電話対応可（改行）緊急時の電話対応可,2,http://www.s-co-op.or.jp,,,,
302015,3070114610,和歌山県,和歌山市,星の家ケアプランセンター,ホシノイエケアプランセンター,居宅介護支援,和歌山県和歌山市吉田４３２シティビル太田3階2301,シティビル太田3階2301,34.234816655195690,135.189485458860800,073-488-7372,073-488-7375,1170005001166,医療法人明星会,3070114610,平日,・緊急時などの対応はこの限りではない。,,,,,,
302015,3060190737,和歌山県,和歌山市,そうわケアサービス,ソウワケアサービス,居宅介護支援,広瀬通丁3‐13‐2コスモ広瀬２０１号,コスモ広瀬２０１号,34.226734300000000,135.182918400000060,０７３－４３３－８１５５,０７３－４３３－８１５６,5170001013426,株式会社そうわ,3060190737,平日,緊急時や必要性のある場合はこの限りではなく、柔軟に対応いたします。,47,http://www.souwacare.org/,,,,
302015,3070110485,和歌山県,和歌山市,ケアプランセンターロング,ケアプランセンターロング,居宅介護支援,和歌山県和歌山市中之島281-3,,34.243197543835414,135.195820306798650,073-474-6116,073-474-6226,6170001013326,株式会社ナガシン,3070110485,平日,,,,,,,
302015,3070110667,和歌山県,和歌山市,ケアプラン・あうる,ケアプラン・アウル,居宅介護支援,和歌山県和歌山市堀止西２－７－７デュオ堀止１０１号,デュオ堀止１０１号,34.211052605678160,135.169001740475470,０７３－４３２－８３２８,０７３－４３２－８３２８,6170003000933,合同会社和田,3070110667,平日,年末年始（１２月２９日～１月３日）お盆（８月１３日～８月１５日）（改行）緊急時は上記にあらず、連絡可能。,35,,,,,
302015,3070100502,和歌山県,和歌山市,カーサ・デ・ソコロ・アンシアナトー,カーサ・デ・ソコロ・アンシアナトー,居宅介護支援,和歌山市松江東1丁目７－２５,,34.243839900000000,135.134546099999970,073-454-8900,073-454-1811,8170005000005,社会福祉法人河西福祉会,3070100502,"平日,土曜日,日曜日,祝日",,0,https://www.ancianatio.com/,,,,
302015,3070100544,和歌山県,和歌山市,グランリーフ　ケアプランセンター,グランリーフ　ケアプランセンター,居宅介護支援,和歌山市南片原2丁目12番地,,34.223823600000000,135.184326700000040,073-436-6363,073-436-3775,7170005001326,社会福祉法人大徳会,3070100544,"平日,土曜日,祝日",,0,,,,,
302015,3070105659,和歌山県,和歌山市,居宅介護支援事業所　エスポワール,キョタクカイゴシエンジギョウショ　エスポワール,居宅介護支援,和歌山市楠見中193-7,,34.253651249625950,135.180088247885120,073-451-0226,073-451-0210,5170005001071,医療法人愛晋会,3070105659,平日,,0,http://www.nakae.or.jp,,,,
302015,3070110204,和歌山県,和歌山市,ケアプランセンター　うさぎ,ケアプランセンター　ウサギ,居宅介護支援,和歌山県　和歌山市　湊　五丁目　7番11号,,34.228002539478915,135.145715199191300,073-463-9018,073-463-0016,7170001013093,株式会社美真,3070110204,平日,営業時間外は要相談。（改行）24時間連絡体制有。,0,https://bishin201309.co.jp,,,,
302015,3070100478,和歌山県,和歌山市,社会福祉法人　紀伊松風苑,キイショウフウエン,居宅介護支援,和歌山市園部1668番地の1,,34.271788500000000,135.188850000000000,073-455-3676,073-455-5116,5170005001278,社会福祉法人紀伊松風苑,3070100478,"平日,土曜日,祝日",,297,http://www.kii-shoufuuen.jp/,,,,
302015,3070100486,和歌山県,和歌山市,第二親和園在宅介護支援センター,ダイニシンワエンザイタクカイゴシエンセンター,居宅介護支援,和歌山市杭ノ瀬462番地の2,,34.202231143897830,135.189661920237770,073-474-5133,073-488-3176,3170005001305,社会福祉法人親和園,3070100486,平日,,0,honbu@shinwaen.jp,,,,
302015,3070101575,和歌山県,和歌山市,和歌山ケアマネージャーの会,ワカヤマケアマネージャーノカイ,居宅介護支援,和歌山市舟津町3丁目32-3パレ・ロワイヤル舟津1階,パレ・ロワイヤル舟津1階,34.219298400000000,135.160034200000040,073-402-4591,073-402-1960,2170005001462,特定非営利活動法人和歌山ケアマネージャーの会,3070101575,"平日,土曜日,祝日",,0,https://wcma.or.jp/,,,,
302015,3070108935,和歌山県,和歌山市,あっと宝夢,アットホウム,居宅介護支援,和歌山市榎原84-4,,34.254386000000000,135.135259700000000,073-452-2525,073-452-2772,2170005001462,特定非営利活動法人　和歌山ケアマネージャーの会,3070108935,"平日,祝日",１２月２９日から１月３日まで休み,0,https://wcma.or.jp/,,,,
302015,3070105345,和歌山県,和歌山市,楠見ケアプランセンターすずらん,クスミケアプランセンタースズラン,居宅介護支援,和歌山市楠見中26-1,,34.257236600000000,135.175559700000000,073-488-7399,073-488-7105,5170002005488,有限会社すずらん,3070105345,"平日,土曜日",土曜日は、交代制勤務,352,,,,,
302015,3070111483,和歌山県,和歌山市,居宅介護支援事業所あい船所,キョタクカイゴシエンジギョウショアイフナドコロ,居宅介護支援,和歌山県和歌山市楠見中１９３－７,,34.253634300000020,135.180098400000020,073-452-5121,073-498-8737,1170002003256,有限会社プログレス,3070111483,平日,,0,,,,,
302015,3010111148,和歌山県,和歌山市,生協芦原診療所,セイキョウアシハラシンリョウショ,居宅介護支援,和歌山市雄松町２丁目５５,,34.221815500000000,135.182685200000040,073-423-4349,073-424-3061,5170005001261,和歌山中央医療生活協同組合,3010111148,平日,,44,,,,,
302015,3070100387,和歌山県,和歌山市,在宅介護支援センター和歌山生協病院,ザイタクカイゴシエンセンターワカヤマセイキョウビョウイン,居宅介護支援,和歌山市有本１４３－１在宅総合ケアセンター１階,在宅総合ケアセンター１階,34.245566100000000,135.197833299999960,073-474-2711,073-474-2710,5170005001261,和歌山中央医療生活協同組合,3070100387,"平日,土曜日",なし,440,http://www.w-iryoseikyo.com/,,,,
302015,3070104439,和歌山県,和歌山市,居宅介護支援事業所あさか,キョタクカイゴシエンジギョウショアサカ,居宅介護支援,和歌山市新庄465,,34.247545617344950,135.286957242466770,073-477-5255,073-477-5166,2170005001792,医療法人あさかクリニック,3070104439,"平日,土曜日,祝日",12/31～1/3　休み,80,https://asaka-c.jp/,,,,
302015,3050180078,和歌山県,和歌山市,居宅介護支援　ラ・エスペランサ,キョタクカイゴシエン　ラ・エスペランサ,居宅介護支援,和歌山市中島192番地,,34.207692300000000,135.186302000000070,073-427-0106,073-427-2818,4170005001155,医療法人ヘルスケア和歌山,3050180078,"平日,祝日",,0,http://www.la-esperanza.or.jp,,,,
302015,3070114826,和歌山県,和歌山市,伏虎リハビリテーション病院,フッコリハビリテーションビョウイン,居宅介護支援,畑屋敷東ノ丁1番地,,34.235271342607170,135.182796685572500,073-402-5505,073-488-6512,8170005001093,医療法人匡慈会,3070114826,平日,,,https://nakatani.wakayama.jp/,,,,
302015,3070100882,和歌山県,和歌山市,紀伊の里,キイノサト,居宅介護支援,和歌山県和歌山市宇田森275-10,,34.263882500000000,135.249601200000030,073-461-8888,073-461-7112,2170005001165,医療法人明成会,3070100882,平日,緊急時等は状況に応じて、定休日でも対応させていただきます。,0,http://www.kiinosatokiiclinic.com,,,,
302015,3070111400,和歌山県,和歌山市,あんさんぶる,アンサンブル,居宅介護支援,和歌山県和歌山市榎原３番地の７,,34.257430000000000,135.132607099999970,073‐455‐8664,073‐460‐3020,7170001013845,株式会社あんさんぶる,3070111400,平日,,35,,,,,
302015,3070111186,和歌山県,和歌山市,ケアプランセンター青空,ケアプランセンターアオゾラ,居宅介護支援,和歌山市吐前743-3,,34.245242500000000,135.269791800000000,073-477-0123,073-477-1011,9170001012226,株式会社ふれんど,3070111186,平日,,0,,,,,
302015,3070114495,和歌山県,和歌山市,春風会ケアプランセンター,ハルカゼカイケアプランセンター,居宅介護支援,和歌山県和歌山市和歌浦東4丁目3-51,,34.188279900000000,135.175316200000000,073-441-8665,073-441-8666,6170001006239,株式会社春風会,3070114495,"平日,祝日",但し、電話等による24時間常時緊急連絡対応あり。,0,http://harukazekai.jp/,,,,
302015,3070111525,和歌山県,和歌山市,ケアプランセンター百寿,ケアプランセンターモモジュ,居宅介護支援,和歌山県和歌山市和歌浦西1丁目7番3号,,34.194804230891655,135.169037679762250,073-481-1198,073-496-4886,3170001013915,株式会社百寿,3070111525,"平日,祝日",利用者の希望に応じて、時間外及び休日であっても携帯電話等で24時間対応可能な体制とします。,0,,,,,
302015,3070111533,和歌山県,和歌山市,ケアプランセンターさんしゃいん,ケアプランセンターサンシャイン,居宅介護支援,和歌山市六十谷1338番地47,,34.274405600000010,135.210384699999960,090-6903-3449,073-462-0269,6170003000990,合同会社健由,3070111533,平日,夏季休暇　8/13～8/16（改行）年末年始　12/30～1/4,39,,,,,
302015,3070113471,和歌山県,和歌山市,ケアプランセンター桜季,ケアプランセンターサクラキ,居宅介護支援,和歌山県和歌山市源蔵馬場2丁目4番地薮田マンション201,薮田マンション201,34.242626800000000,135.173085600000000,073-488-6481,073-488-6481,1170003001449,合同会社桜季,3070113471,平日,年末年始を除く。,0,,,,,
302015,3070113430,和歌山県,和歌山市,ケアプランセンター晴,ケアプランセンターハル,居宅介護支援,和歌山県和歌山市杭ノ瀬333－27第一広田マンション１０２,,34.207641399999986,135.192907900000000,0734192101,0734134215,3170003001439,合同会社晴,3070113430,平日,,0,,,,,
