No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,通話メモ,備考
2083,八王子市,○,○,営利法人,1,1,独立系,7010103000906,合同会社けあぷらんハーモニー,,,ケアプランハーモニー,1372907897,東京都八王子市川口町1357番地2,042-654-3998,042-654-3998,042-697-8320,,平日,,,,,,,,,,,,
2084,八王子市,○,○,営利法人,1,1,独立系,7010103002258,合同会社アルパカ,,,マルベリーケア,1372909646,東京都八王子市千人町3-17-1蔵寿コーポラス206,0426299905,0426299905,0426299906,,平日,,,,,,,,,,,,
2085,八王子市,○,○,営利法人,1,1,独立系,6010103001954,合同会社ケアプランルーサ,,,ケアプランルーサ,1372909430,東京都八王子市中野上町4-10-12,042-686-3951,042-686-3951,042-686-3952,,平日,,,,,,,,,,,,
2086,八王子市,○,○,営利法人,1,1,独立系,8010103000863,合同会社ケアプラン悠々,,,ケアプラン悠々,1372907780,東京都八王子市西寺方町１０１９番地３２１,０４２－６４１－８７６９,042-641-8769,０４２－６４１－９２２５,,平日,,,,,,,,,,,,
2087,八王子市,○,○,営利法人,1,1,独立系,3010103001197,合同会社ライトオブホープ,,,ケアプラン希望,1372908366,東京都八王子市石川町1998-1サンビーム1-D,０４２－６４９－８９８７,042-649-8987,０４２－６４９－８９９４,,平日,,,,,,,,,,,,
2088,八王子市,○,○,営利法人,1,1,独立系,6010103002028,合同会社リエゾン,,,ケアプラン　ひつじ雲,1372909489,東京都八王子市大塚４８４－１中島ビルⅢ２０４号,０４２－６８２－５９８９,042-682-5989,０４２－６８２－５５９３,,平日,,,,,,,,,,,,
2089,八王子市,○,○,営利法人,1,1,独立系,5010103002292,合同会社一期一会,,,ケアプランdeいちごいちえ,1372909695,東京都八王子市長沼町130-28クロノス長沼205,070-8550-1518,070-8550-1518,050-3537-2578,,平日,,,,,,,,,,,,
2090,八王子市,○,○,営利法人,1,1,独立系,2010103001900,合同会社八歩,,,居宅介護支援事業所　といろ,1372909372,東京都八王子市中野上町４丁目25-17八信ナカノ203,042-686-3806,042-686-3806,042-686-3807,,平日,,,,,,,,,,,,
2091,八王子市,○,○,営利法人,1,1,独立系,7010103001004,合同会社瑠津,,,ケアプランサービス橙,1372908077,東京都八王子市椚田町595-1サンアベニュー椚田B203,042-673-3108,042-673-3108,042-673-3134,http://caredaidai.com,平日,,,,,,,,,,,,
2092,八王子市,○,○,営利法人,1,1,独立系,1010103000779,合同会社Ｌ・Ｉ・Ｇ　ｌｉｆｅサポート,,,四輝ケアプランセンター,1372907319,東京都八王子市本町12-8ハイムアクシス101,042-686-0035,042-686-0035,042-686-0040,,"平日,土曜日",,,,,,,,,,,,
2093,八王子市,○,○,営利法人,1,1,独立系,1010103000795,合同会社Ｌｉｂｅｒｔｙ,,,ケアマネセンター　ハッピーサニー,1372907434,東京都八王子市絹ヶ丘1-50-2クーネル絹ヶ丘202,042-638-8111,042-638-8111,042-638-8731,,平日,,,,,,,,,,,,
2094,八王子市,○,○,営利法人,1,1,独立系,4010101014737,地域まるごと家族株式会社,,,居宅介護支援事業所いっけ,1372909232,東京都八王子市上壱分方町5-3,042-673-5624,042-673-5624,042-673-5625,https://www.chiikimarugotokazoku.jp/,平日,,,,,,,,,,,,
2096,八王子市,○,○,営利法人,1,1,独立系,6010102000164,愛ライフケアサービス　有限会社,,,愛ライフケアサービス八王子,1372901577,東京都八王子市大和田町3-8-6,042-631-0380,042-631-0380,042-631-0381,https://ai-hachioji.com,平日,,,,,,,,,,,,
2097,八王子市,○,○,営利法人,1,1,独立系,1010102000788,有限会社　いちょうヘルプ,,,有限会社　いちょうヘルプ,1372901486,東京都八王子市八木町6-10,042-623-8392,042-623-8392,042-627-7792,,"平日,土曜日,祝日",,,,,,,,,,,,
2098,八王子市,○,○,営利法人,1,1,独立系,4010102002385,有限会社　ケアスタッフ,,,有限会社　ケアスタッフ,1372900231,東京都八王子市中野上町１―８―２２２階,042-628-1151,042-628-1151,042-627-3310,http://www.carestaff.tokyo,"平日,祝日",,,,,,,,,,,,
2099,八王子市,○,○,営利法人,1,1,独立系,8010102010459,有限会社　ミズタニ,,,ケアサービスセンター虹,1372903110,東京都八王子市平岡町1-10,042-627-9217,042-627-9217,042-634-8917,,平日,,,,,,,,,,,,
2100,八王子市,○,○,営利法人,1,1,独立系,6010102008884,有限会社　ライト・ハウス,,,介護支援センター「こころ」,1372902682,東京都八王子市上柚木1074-1,042-674-0775,042-674-0775,042-674-5388,https://righthouse-no9.jp/,平日,,,,,,,,,,,,
2101,八王子市,○,○,営利法人,1,1,薬局併設,6010102005568,有限会社　八南ドラッグ,,,八南ドラッグ介護サービス,1372902740,東京都八王子市子安町1-8-16,042-642-3773,042-642-3773,042-645-9776,https://www.hachidora.com,平日,,,,,,,,,,,,
2102,八王子市,○,○,営利法人,1,1,独立系,7010102008520,有限会社みなくる,,,介護なんでも相談　みなくる,1372903755,東京都八王子市北野台3-15-15,042-637-4234,042-637-4234,042-680-5133,,"平日,土曜日,祝日",,,,,,,,,,,,
2103,八王子市,○,○,営利法人,1,1,独立系,9010102008832,有限会社ケア・テイカー,,,ケア・テイカー,1372902625,東京都八王子市小津町631,042-650-7505,042-650-7505,042-650-7561,,平日,,,,,,,,,,,,
2104,八王子市,○,○,営利法人,1,1,独立系,8010102010979,有限会社サポートスタッフほほえみ,,,有限会社サポートスタッフほほえみ,1372903581,東京都八王子市楢原町1102番地5,042-655-1563,042-655-1563,042-655-1562,http://s-hohoemi.co.jp,"平日,土曜日,祝日",,,,,,,,,,,,
2105,八王子市,○,○,営利法人,1,1,独立系,5010102010692,有限会社ロングレンジ・ビュー,,,ケアサポート　メイ,1372903409,東京都八王子市大和田町4-32-3,042-610-2635,042-610-2635,042-649-5390,http://www.mei2005.co.jp,平日,,,,,,,,,,,,
2106,八王子市,○,○,営利法人,1,1,独立系,9010102003973,有限会社多摩ヘルパーセンター,,,有限会社多摩ヘルパーセンター,1372900116,東京都八王子市横山町8-7K-1ビル　４Ｆ・５F,042-645-1881,042-645-1881,042-642-5500,http://tama-helper.co.jp/,"平日,土曜日",,,,,,,,,,,,
2107,八王子市,○,○,営利法人,1,1,独立系,4010101006536,株式会社　グリーンプランニング,,,株式会社　グリーンプランニング,1372904068,東京都八王子市大和田町1-18-2,042-648-1171,042-648-1171,042-660-1767,,"平日,祝日",,,,,,,,,,,,
2108,八王子市,○,○,営利法人,1,1,独立系,9011301021337,株式会社　ワールド,,,ワールドケアV,1372908754,東京都八王子市叶谷町1762番地12,042-620-6903,042-620-6903,042-620-6904,,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,
2109,八王子市,○,○,営利法人,1,1,独立系,7010101009742,株式会社　木偶の坊,,,あしたば居宅介護支援事業所,1372905628,東京都八王子市北野町541-3田代マンション103,042-638-0035,042-638-0035,042-638-0036,,"平日,土曜日",,,,,,,,,,,,
2110,八王子市,○,○,営利法人,1,1,独立系,1010101014046,株式会社　桑都ケア・サポート,,,桑都ケア・サポート,1372908861,東京都八王子市長房町264-4,042-673-2209,042-673-2209,042-673-2260,,平日,,,,,,,,,,,,
2112,八王子市,○,○,営利法人,1,1,独立系,7070001040651,株式会社ぷらいむ,,,ケアプランセンターしんあい,1372902690,東京都八王子市小門町118-9,042-655-2558,042-655-2558,042-626-6050,,平日,,,,,,,,,,,,
2113,八王子市,○,○,営利法人,1,1,独立系,9010101009690,株式会社ぷりま,,,ぷりま居宅介護支援事業所,1373202090,東京都八王子市鑓水2-165-1,042-689-5291,042-689-5291,042-675-0175,http://www.purima.co.jp,"平日,土曜日",,,,,,,,,,,,
2114,八王子市,○,○,営利法人,1,1,独立系,6010101015997,株式会社まごころ,,,サクラ居宅介護支援事業所　西寺方,1372908960,東京都八王子市西寺方町449-1Ｃ号室,042-686-2271,042-686-2271,042-686-3871,,平日,,,,,,,,,,,,
2120,八王子市,○,○,営利法人,1,1,独立系,9010101008040,株式会社アクセル,,,うららケアセンター,1372903789,東京都八王子市弐分方町342,042-650-6356,042-650-6356,042-650-6357,http://www.urara-day.com,平日,,,,,,,,,,,,
2121,八王子市,○,,営利法人,1,17,独立系,5011201017174,株式会社アズ・ライフケア,,,あずみ苑館町,1372907202,東京都八王子市館町2065-7,042-669-0665,042-669-0665,042-669-0909,https://www.az-lifecare.co.jp/,"平日,祝日",,,,,,,,,,,,
2122,八王子市,○,○,営利法人,1,1,独立系,6010101009363,株式会社エスイーティケアライフ,,,ケアプランほっと,1372908333,東京都八王子市暁町1‐13‐8-104104,042‐686-0172,042-686-0172,042‐686-0173,,平日,,,,,,,,,,,,
2123,八王子市,○,○,営利法人,1,1,独立系,6010101008357,株式会社ケアプレイスはなでんしゃ,,,株式会社ケアプレイスはなでんしゃ,1372904571,東京都八王子市長房町410-1イモトハイムB-201,042-669-8112,042-669-8112,042-669-8113,https://hanadensya.com,平日,,,,,,,,,,,,
2125,八王子市,○,○,営利法人,1,1,独立系,1010101001829,株式会社シルバービレッジ,,,シルバービレッジいちょうの里,1372900603,東京都八王子市暁町1丁目４７番地１,042-627-0432,042-627-0432,042-627-0322,http://www.silvervillage.co.jp/,"平日,土曜日",,,,,,,,,,,,
2126,八王子市,○,○,営利法人,1,1,独立系,3010101007915,株式会社スローライフ,,,居宅介護支援事業所スローライフ,1372904381,東京都八王子市散田町３－２３－１レジデンス山崎３０２,042-662-1056,042-662-1056,042-662-1058,,平日,,,,,,,,,,,,
2127,八王子市,○,○,営利法人,1,1,独立系,8010101008355,株式会社タクト,,,ライフケアー・あけび,1372908036,東京都八王子市東浅川町60-3いちょう家族Ⅰ,042-669-0024,042-669-0024,042-669-0035,,平日,,,,,,,,,,,,
2129,八王子市,○,○,営利法人,1,1,独立系,5010101004431,株式会社ファイブフィールド,,,居宅介護支援事業所　あいのわ,1372905313,東京都八王子市絹ヶ丘1-15-12,042-683-1432,042-683-1432,042-683-1532,,平日,,,,,,,,,,,,
2130,八王子市,○,○,営利法人,1,1,独立系,2010101007775,株式会社フォーマル,,,アシストケアサービス,1372908242,東京都八王子市並木町20-2,042-668-8895,042-668-8895,042-668-8896,,平日,,,,,,,,,,,,
2131,八王子市,○,○,営利法人,1,1,独立系,9030001107023,株式会社プラスケアサポート,,,居宅多摩南,1372908119,東京都八王子市上柚木1178,042-679-0201,042-679-0201,042-679-0202,http://www.plus-care-support.com,平日,,,,,,,,,,,,
2132,八王子市,○,○,営利法人,1,1,独立系,6010101004323,株式会社ベグ・ジャパン,,,ケアプラン菜の花,1372907582,東京都八王子市中野上町5-27-7,042-621-0366,042-621-0366,042-620-5810,https://care-nanohana.com,平日,,,,,,,,,,,,
2134,八王子市,○,○,営利法人,1,1,独立系,6010101009413,株式会社介護サービスほのか,,,居宅介護支援事業所介護サービスほのか,1372905339,東京都八王子市元八王子町2丁目1191番地1第1山本ハイツ201号室,042-629-9807,042-629-9807,042-666-3455,,平日,,,,,,,,,,,,
2135,八王子市,○,○,営利法人,1,1,独立系,1010101009491,株式会社共同介護支援事務所,,,株式会社共同介護支援事務所,1373000676,東京都八王子市弐分方町601-6,042-655-6255,042-655-6255,042-655-6256,http://hp.kaipoke.biz/gr0/,"平日,土曜日,祝日",,,,,,,,,,,,
2136,八王子市,○,○,営利法人,1,1,独立系,1010101008254,株式会社前田,,,ケアプランマリモ,1372906063,東京都八王子市中野山王3-24-6,042-686-2539,042-686-2539,042-686-2573,,平日,,,,,,,,,,,,
2137,八王子市,○,○,営利法人,1,1,独立系,3010101008970,株式会社大協,,,ゆうらくケアサポート,1372904324,東京都八王子市中野上町1-10-4日興パレグランデ八王子202,042-620-0600,042-620-0600,042-620-0700,,"平日,土曜日,祝日",,,,,,,,,,,,
2138,八王子市,○,○,営利法人,1,1,独立系,9010801022547,株式会社愛ケアサービス,,,株式会社愛ケアサービス,1372909505,東京都八王子市西浅川町23ドミール小名路A102,042-673-5428,042-673-5428,042-673-3335,,平日,,,,,,,,,,,,
2139,八王子市,○,○,営利法人,1,1,独立系,2010101008328,株式会社斗南堂,,,シルバーヒルズ八王子居宅介護支援事業所,1372903425,東京都八王子市新町7-10シルバーヒルズ八王子301,042-643-1322,042-643-1322,042-643-1320,,平日,,,,,,,,,,,,
2141,八王子市,○,,営利法人,1,3,独立系,4021001005899,株式会社日本高齢支援センター,,,居宅支援アンサング,1372909612,東京都八王子市大和田町6-14-5メゾン・ド・ノア大和田410,050-1808-4116,050-1808-4116,050-3145-2125,,平日,,,,,,,,,,,,
2142,八王子市,○,○,営利法人,1,1,独立系,9010101009385,株式会社母の手,,,ケアサービスひまわり,1372906253,東京都八王子市西寺方町664,042-652-9042,042-652-9042,042-652-9043,,平日,,,,,,,,,,,,
2143,八王子市,○,○,営利法人,1,1,独立系,3010101015587,株式会社燦燦,,,居宅介護支援事業所　燦燦,1372909562,東京都八王子市片倉町2504-1サンハイム　201号,042-638-0362,042-638-0362,042-638-0363,https://sunsun477.com,"平日,土曜日",,,,,,,,,,,,
2144,八王子市,○,○,営利法人,1,1,独立系,3010101008112,株式会社萌栄,,,ケアサポート榛名,1372904506,東京都八王子市寺田町４３２－１８８－２,042-686-0372,042-686-0372,042-665-5918,,平日,,,,,,,,,,,,
2146,八王子市,○,○,営利法人,1,1,独立系,9010101016241,株式会社Ｏｆｆｉｃｅ　Ｗｅｌｌ　Ｄｏｎｅ,,,ケアプランいちねん,1372909711,東京都八王子市元横山町２丁目7-17上原マンション202,050-3645-9078,050-3645-9078,042-634-9416,,平日,,,,,,,,,,,,
2147,八王子市,○,○,営利法人,1,1,独立系,3010101012254,株式会社ＳＥＶＥＮ－Ｏ,,,八王子ケアプランセンター絆,1372908192,東京都八王子市日吉町11-9,042-628-0370,042-628-0370,042-634-8371,http://hachioji-day-service-kizuna.jp/,平日,,,,,,,,,,,,
2163,八王子市,○,○,営利法人,1,1,独立系,7010101011368,諏訪町ケアセンター株式会社,,,諏訪町ケアセンター,1372907376,東京都八王子市諏訪町　47-6,０４２－６５１－９１３１,042-651-9131,０４２－６９７－２３９９,,"平日,土曜日",,,,,,,,,,,,
2165,八王子市,○,○,営利法人,1,1,独立系,7010101016103,ＲＥＲＩＳＥ株式会社,,,ケアプランセンターつぐみ,1372909703,東京都八王子市元横山町3-5-18K’B八王子B棟208,042-686-1763,042-686-1763,042-686-1767,,平日,,,,,,,,,,,,
2166,国分寺市,○,○,営利法人,1,1,独立系,8012401001980,さわやかケアステーション株式会社,,,さわやかライフ,1373101573,東京都国分寺市西恋ヶ窪3-26-11カーサシンエイ1Ｆ,042-304-1818,042-304-1818,042-304-1817,http://sawayaka-kango.com,平日,,,,,,,,,,,,
2169,国分寺市,○,○,営利法人,1,1,独立系,1012803002823,合同会社ゆめのみ,,,ゆめのみ居宅介護支援事業所,1373102035,東京都国分寺市新町3-25-2,042-322-2058,042-322-2058,042-208-3999,https://www.yumenomi.net,平日,,,,,,,,,,,,
2170,国分寺市,○,○,営利法人,1,1,独立系,2012803003283,合同会社アリアプレゼン,,,アリア,1373102076,東京都国分寺市西恋ヶ窪2-25-1102,042-349-6402,042-349-6402,042-349-6403,,平日,,,,,,,,,,,,
2171,国分寺市,○,○,営利法人,1,1,独立系,9012803002279,合同会社ゼフィール,,,居宅介護支援事業所ゼフィール国分寺,1373101946,東京都国分寺市東元町四丁目19番11号,042-203-3569,042-203-3569,042-203-4820,http://hp.kaipoke.biz/maw,平日,,,,,,,,,,,,
2172,国分寺市,○,○,営利法人,1,1,独立系,3012402015002,有限会社　エム・シー・ケア・サポート,,,居宅介護支援　ふじざくら,1373100666,東京都国分寺市泉町3-37-3パレスラフィーネ泉2F,042-359-5152,042-359-5152,042-359-5153,,平日,,,,,,,,,,,,
2174,国分寺市,○,○,営利法人,1,1,独立系,9011001052021,株式会社　エス・リンク,,,居宅介護支援事業所　こみっと,1373101953,東京都国分寺市本多1-1-20ビュー国分寺1階,042-313-9918,042-313-9918,042-313-9915,https://slink-group.jp/commit/,平日,,,,,,,,,,,,
2176,国分寺市,○,○,営利法人,1,1,独立系,3012801019025,株式会社イマジン,,,猫の手居宅介護支援事業所,1373101854,東京都国分寺市西恋ヶ窪1-43-3第二立石荘106号室,042-201-7953,042-201-7953,042-203-2888,https://nekonote20200831.amebaownd.com,平日,,,,,,,,,,,,
2177,国分寺市,○,,営利法人,1,7,独立系,5010001226200,株式会社エクラシア,,,ラウンド＆ケア居宅介護支援事業所国分寺,1373102084,東京都国分寺市日吉町4-17-23エントピア西国分寺1階,050-6883-1618,050-6883-1618,042-316-8217,,平日,,,,,,,,,,,,
2179,国分寺市,○,,営利法人,1,5,独立系,8010001168893,株式会社フージャースケアデザイン,,,リルセーヌ国立居宅介護支援事業所,1373101912,東京都国分寺市西町1－31－1デュオセーヌ国立1階,042-521-6206,042-521-6206,042521-6207,,"平日,祝日",,,,,,,,,,,,
2181,国分寺市,○,○,営利法人,1,1,独立系,4012401017147,株式会社佐藤総研,,,ケアプランこもれび家族,1373101482,東京都国分寺市西町3-15-7エンデハウスA101,042-806-0230,042-806-0230,042-849-8791,https://satosoken.co.jp,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,
2183,国分寺市,○,○,営利法人,1,1,独立系,7012401022689,株式会社日本夜間介護センター西東京,,,ケアプランセンタースクラム,1373101888,東京都国分寺市西町2丁目6-2,042-511-6400,042-511-6400,042-849-6700,,平日,,,,,,,,,,,,
2194,国立市,○,○,営利法人,1,1,独立系,6012803001572,合同会社まんまる,,,ケアプランおひさま,1373401254,東京都国立市富士見台3-11-1ラ・プリマヴェーラ国立　306号室,042-571-0588,042-571-0588,042-505-8577,,平日,,,,,,,,,,,,
2195,国立市,○,○,営利法人,1,1,独立系,1030003009290,合同会社グリーンリーフ,,,居宅介護支援事業所さーくる,1373401213,東京都国立市北2-4-17国立ﾉｰｽﾊｲﾂ　102103,042-505-8932,042-505-8932,042-505-8961,http://circlekaigo.com,平日,,,,,,,,,,,,
2196,国立市,○,○,営利法人,1,1,独立系,7020001090263,山紫水明株式会社,,,さくらケアプランセンター,1373401379,東京都国立市北2-14-5,042-505-6035,042-505-6035,042-505-6036,http://kunisaku.tokyo/,"平日,土曜日",,,,,,,,,,,,
2197,国立市,○,○,営利法人,1,1,独立系,9012402014997,有限会社　それいゆ,,,それいゆ居宅介護支援事業所,1373400512,東京都国立市富士見台1-8-54,042-580-1085,042-580-1085,042-580-1087,,"平日,土曜日,祝日",,,,,,,,,,,,
2198,国立市,○,○,営利法人,1,1,施設併設,5012401020447,株式会社はあとホーム,,,はあとホーム,1373802246,東京都国立市東4-21-7カーサハモニア102,042-511-7809,042-511-7809,042-848-6102,,平日,,,,,,,,,,,,
2199,国立市,○,○,営利法人,1,1,独立系,3012801020585,株式会社みるくゆ,,,株式会社　みるくゆ　国立駅前ケアプラン受付センター,1373401502,東京都国立市北1-7-1ｸﾚｯｾﾝﾄ国立ﾃﾞｨｱﾅﾌﾟﾚｲｽ125B,042-580-3522,042-580-3522,042-580-1231,,"平日,土曜日",,,,,,,,,,,,
2207,多摩市,○,○,営利法人,1,1,独立系,8010103002075,合同会社うさぎ,,,居宅介護支援事業所　多摩のくまさん,1375002209,東京都多摩市鶴牧2-21-13ペアタウン多摩B102,042-376-8777,042-376-8777,042-400-5755,,平日,,,,,,,,,,,,
2208,多摩市,○,○,営利法人,1,1,独立系,4012403004572,合同会社ケアサービス多喜,,,ケアプランパステル,1375002043,東京都多摩市諏訪１－１１－５ジュネス永山103,０４２－４００－１０７３,042-400-1073,０４２－４００－１０８３,https://www.careplan-pastel.com,平日,,,,,,,,,,,,
2215,多摩市,○,○,営利法人,1,1,独立系,7013401004248,株式会社シルバーアシスト,,,ふれあい多摩ケアプランセンター,1375000120,東京都多摩市落合3-9-1小山ハイツ201,042-313-7885,042-313-7885,042-313-7886,http://www.kaigo21.co.jp,"平日,土曜日",,,,,,,,,,,,
2216,多摩市,○,○,営利法人,1,1,独立系,5012401042623,株式会社ジャパンネオパートナーズ,,,なごやか在宅ケア,1375002357,東京都多摩市永山2-14-6アドラブールK　303号室,042-404-2328,042-404-2328,042-633-0951,https://jnp.tokyo,平日,,,,,,,,,,,,
2217,多摩市,○,○,営利法人,1,1,独立系,6013402006954,株式会社フィールドソング,,,フィールドソング・ケア,1375002068,東京都多摩市連光寺5-12-15A211,042-319-6725,042-319-6725,,https://fieldsong.tokyo,平日,,,,,,,,,,,,
2219,多摩市,○,○,営利法人,1,1,独立系,9013401001672,株式会社ライフケアサービス,,,株式会社　ライフケアサービス,1375000013,東京都多摩市諏訪1-48-17TOビル1F,042-339-0555,042-339-0555,042-373-2211,http://lifecareservice.co.jp,"平日,土曜日",,,,,,,,,,,,
2220,多摩市,○,○,営利法人,1,1,独立系,4013401004399,株式会社萬年青介護,,,おもと介護多摩事業所,1375000740,東京都多摩市落合3-11-2,042-355-8805,042-355-8805,042-355-8806,http://omotokaigo.com/,"平日,祝日",,,,,,,,,,,,
2221,多摩市,○,○,営利法人,1,1,独立系,5012401021899,株式会社ＤＯ－ＢＥＣ,,,ベック多摩,1375002233,東京都多摩市一ノ宮4-1-1Nビル中野第二ビル３階,042-311-0575,042-311-0575,042-311-0576,,平日,,,,,,,,,,,,
2230,小平市,○,○,営利法人,1,1,施設併設,9012701008213,ケアライフサービス株式会社,,,小平アットホームケアサービス,1374301479,東京都小平市小川町２丁目1987番102,042-313-6006,042-313-6006,042-346-6885,http://kodaira-athomecare.com/,"平日,祝日",,,,,,,,,,,,
2231,小平市,○,○,営利法人,1,1,独立系,8010601049304,シルバーワン株式会社,,,つなぐどっと,1374303798,東京都小平市鈴木町2-198-2カエサル花小金井403,050-1792-6330,050-1792-6330,050-3173-1519,https://tng.silver1.jp/,平日,,,,,,,,,,,,
2236,小平市,○,○,営利法人,1,1,独立系,4012703001427,合同会社ジョイライフ,,,ケア相談室らいふ,1374303004,東京都小平市上水新町3丁目11番22号栗原ハイツ101,042-201-2357,042-201-2357,042-201-7780,,"平日,土曜日",,,,,,,,,,,,
2237,小平市,○,○,営利法人,1,1,独立系,7012703003057,合同会社マナオラナ,,,ケアプランセンター碧,1374303863,東京都小平市仲町280コーポワイケー203,042-313-5675,042-313-5675,042-313-5676,,平日,,,,,,,,,,,,
2238,小平市,○,○,営利法人,1,1,独立系,8012703002149,合同会社一橋文化,,,一橋文化,1374303459,東京都小平市学園西町3-21-5,042-332-2777,042-332-2777,042-332-2777,,平日,,,,,,,,,,,,
2239,小平市,○,○,営利法人,1,1,独立系,3012703002855,合同会社ｂｅｉｎｇ,,,ケアプラン　スマイル,1374303780,東京都小平市津田町3-35-12フジハイム102,042-312-3271,042-312-3271,042-312-3272,,平日,,,,,,,,,,,,
2241,小平市,○,○,営利法人,1,1,薬局併設,7012702000294,有限会社上原薬局,,,上原薬局　居宅介護支援事業所,1374301834,東京都小平市花小金井１－２－２１上原薬局２F,042-451-6065,042-451-6065,042-451-6064,,平日,,,,,,,,,,,,
2242,小平市,○,○,営利法人,1,1,施設併設,1012702000770,有限会社小平ホームケアサービス,,,有限会社小平ホームケアサービス,1374300471,東京都小平市小川東町１－２７－１３,042-341-0373,042-341-0373,042-341-0373,http://kodairahomecare.web.fc2.com,平日,,,,,,,,,,,,
2243,小平市,○,○,営利法人,1,1,独立系,4012702010395,有限会社小平西町訪問介護,,,居宅介護支援事業所　虹,1374303293,東京都小平市学園西町3－11－15,042－308－2400,042-308-2400,03-6630-3851,,平日,,,,,,,,,,,,
2244,小平市,○,○,営利法人,1,1,訪問看護併設,8012701011432,株式会社　Schilf,,,訪問看護ステーションきずな　居宅介護支援事業所,1374303137,東京都小平市鈴木町2-2461F,042-497-6751,042-497-6751,042-497-6752,http://www.ryo-jp.com/kizuna/service.html,平日,,,,,,,,,,,,
2245,小平市,○,○,営利法人,1,1,独立系,3012701009729,株式会社　永興,,,居宅介護支援事業所　にじゅうまる,1374302089,東京都小平市小川西町４－１４－２８ベルヴィルモア１０５,０４２－３４９－２６６５,042-349-2665,０４２－３４９－２６６６,,"平日,祝日",,,,,,,,,,,,
2246,小平市,○,,営利法人,1,2,独立系,5020001121441,株式会社　結和,,,ケアプラン富士の家小川,1374303707,東京都小平市小川町１－９９０－２,042-313-2750,042-313-2750,042-313-2780,,平日,,,,,,,,,,,,
2247,小平市,○,○,営利法人,1,1,独立系,3012701014605,株式会社けやきサポート東京,,,ケアプランけやき,1374303327,東京都小平市小川町1－459-10サルーンマンションオザキ,042-401-0140,042-401-0140,042-401-0294,http://hp.kaipoke.biz/sch/,平日,,,,,,,,,,,,
2249,小平市,○,,営利法人,1,5,独立系,6010001110741,株式会社やまねメディカル,,,なごやかケアプラン多摩,1374302709,東京都小平市上水南町2-23-1なごやかレジデンス小平上水1Ｆ,042-329-6116,042-329-6116,042-329-6117,,"平日,祝日",,,,,,,,,,,,
2250,小平市,○,○,営利法人,1,1,独立系,9012701016546,株式会社クラシク,,,居宅介護支援事業所　テラス,1374303517,東京都小平市学園東町1-7-1黒木ビル2F,042-348-4061,042-348-4061,042-348-4062,,平日,,,,,,,,,,,,
2251,小平市,○,○,営利法人,1,1,訪問看護併設,1012701016900,株式会社ココパレ,,,訪問看護ステーションココパレ　居宅介護支援事業所,1374303947,東京都小平市学園西町1-20-18第２中村ビル３階,042-312-3937,042-312-3937,042-312-3935,https://cocopale.co.jp,平日,,,,,,,,,,,,
2252,小平市,○,○,営利法人,1,1,独立系,5012701014396,株式会社コミュニティーケアサポートひだまり,,,ケアプランセンターひだまり,1374303053,東京都小平市たかの台４０番９号1階,０４２－３４８－５８３０,042-348-5830,０４２－３４８－５８３１,http://ccs-hidamari.com,"平日,土曜日,祝日",,,,,,,,,,,,
2253,小平市,○,○,営利法人,1,1,独立系,4010001201749,株式会社ジンバ,,,ケアプランセンターあゆみ,1374303715,東京都小平市小川町一丁目404-2ハビテ小平105,042-312-3057,042-312-3057,042-312-3037,https://jinba39.com,平日,,,,,,,,,,,,
2254,小平市,○,○,営利法人,1,1,独立系,9030001081581,株式会社ビーステップ,,,ビーステップケアセンター,1374303079,東京都小平市鈴木町2-187吉田ビル,042-466-7061,042-466-7061,042-466-7063,https://bestep.co.jp,平日,,,,,,,,,,,,
2255,小平市,○,○,営利法人,1,1,独立系,6012701015708,株式会社生き活きサポーターズ,,,いきいき小平わくわく介護相談室,1374303384,東京都小平市仲町107ベルセジュール小平203号,042-313-5213,042-313-5213,042-313-5223,http://iki-iki.biz/,平日,,,,,,,,,,,,
2257,小平市,○,○,営利法人,1,1,独立系,6012701014445,株式会社Ｃｏｌｏｒｓ,,,かなでケアステーション　居宅介護支援事業所,1374303129,東京都小平市仲町182番地3,042-344-5770,042-344-5770,042-313-2836,https://www.kanadecare.com/,平日,,,,,,,,,,,,
2259,小平市,○,○,営利法人,1,1,独立系,2012701016651,株式会社Ｉーｂｅ,,,ケアプランアイビー,1374303640,東京都小平市学園東町1-8-29一ツ橋コーポ　203,042-348-8030,042-348-8030,042-348-8031,https://careplan-ibe.com/,"平日,土曜日",,,,,,,,,,,,
2273,小平市,○,○,営利法人,1,1,独立系,4012701000059,阿部工業株式会社,,,居宅介護サービスえがお,1374301248,東京都小平市津田町２－２－６,042-346-2511,042-346-2511,042-342-7272,https://www.egawo-kyotakukaigo.jp/,"平日,土曜日",,,,,,,,,,,,
2275,小金井市,○,○,営利法人,1,1,独立系,5012401037945,HighBridge株式会社,,,ケアプランHERB,1374101945,東京都小金井市本町5-18-5第55東京ビル3F,0422-30-8775,0422-30-8775,0422-30-8616,https://www.highbiridgeinc.biz/,平日,,,,,,,,,,,,
