除外理由,No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),電話種別,FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,商談日,商談結果,通話メモ,備考
民間(営利法人)ではない: 医療法人,2315,府中市,○,○,医療法人,1,1,独立系,1012405000201,医療法人社団共済会,,,居宅介護支援事業所さくらい,1373802105,東京都府中市是政2-35-11オークヴィラⅠ201,042-314-0521,042-314-0521,固定(多摩等),042-365-0818,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2317,府中市,○,○,医療法人,1,1,独立系,5012405000197,医療法人社団恵仁会,,,なごみ居宅介護支援事業所,1373801545,東京都府中市住吉町5-18-71階103,042-351-8352,042-351-8352,固定(多摩等),042-351-8354,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2318,府中市,○,○,医療法人,1,1,独立系,5012805000111,医療法人社団珠泉会,,,ウイング介護サービスセンター,1373800612,東京都府中市四谷６丁目１５番２介護老人保健施設ウイング内,042-358-9352,042-358-9352,固定(多摩等),042-358-9337,http://www.syusenkai.or.jp,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2319,府中市,○,○,医療法人,1,1,独立系,7012405000583,医療法人社団興也会,,,コートウエスト府中　居宅介護支援事業所,1373802907,東京都府中市西府町3-17-6コートウエスト府中１階,042-302-2081,042-302-2081,固定(多摩等),042-319-8092,http://kouyakai.webmedipr.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2345,府中市,○,○,NPO,1,1,独立系,1012405004094,特定非営利活動法人芽生会,,,ケアチーム大芽,1373803764,東京都府中市若松町１－２－５芽生会BLD　５階,０４２－３１４－７０１２,042-314-7012,固定(多摩等),０４２－３１４－７０１５,http://www.careteam-taiga.co.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2348,府中市,○,○,社会福祉法人,1,1,独立系,7012405000088,社会福祉法人安立園,,,安立園指定居宅介護支援事業所,1373800075,東京都府中市晴見町１－１３－５,042-367-6541,042-367-6541,固定(多摩等),042-319-0230,http://www.anryuen.jp/,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社協,2349,府中市,○,○,社協,1,1,社協・包括,2012405000076,社会福祉法人府中市社会福祉協議会,,,社会福祉法人府中市社会福祉協議会府中ケアサポートセンター,1373801552,東京都府中市府中町1-30府中市立ふれあい会館２階,042-363-1761,042-363-1761,固定(多摩等),042-363-1402,http://www.fsyakyo.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2350,府中市,○,○,社会福祉法人,1,1,独立系,2012405000497,社会福祉法人府中西和会,,,鳳仙寮居宅介護支援事業所,1373800901,東京都府中市西府町2-24-6,042-360-1316,042-360-1316,固定(多摩等),042-360-1325,http://www.housenryo.jp/,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2356,日野市,○,○,医療法人,1,1,独立系,3013405000057,医療法人社団　　英世会,,,指定居宅介護支援事業所　カメリア,1373500246,東京都日野市日野本町6丁目3番地１７,042-589-3661,042-589-3661,固定(多摩等),042-589-3651,https://www.eiseikaihino.com/,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2357,日野市,○,○,医療法人,1,1,独立系,4013405000056,医療法人社団佐々木クリニック,,,居宅介護支援事業所・いいプラン,1373501574,東京都日野市東平山３－１－１,042-585-8064,042-585-8064,固定(多摩等),042-585-8066,http://roken-cr.jp/index.html,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2358,日野市,○,○,医療法人,1,1,独立系,9013405000051,医療法人社団康明会,,,とよだ居宅介護支援事業所,1373500048,東京都日野市豊田3-1-8プレシス豊田1F,042-589-1771,042-589-1771,固定(多摩等),042-589-1820,http://www.komei-mc.or.jp,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2359,日野市,○,○,医療法人,1,1,独立系,6012405000221,医療法人社団心施会,,,居宅介護支援事業所・ふれんど,1373500980,東京都日野市落川1070リヴェージュ百草園1Ｆ,042-599-0305,042-599-0305,固定(多摩等),042-599-0331,http://www.shinshikai.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2378,日野市,○,○,NPO,1,1,独立系,5013405000666,特定非営利活動法人和いわい本舗,,,ふれあい,1373501186,東京都日野市日野１５７７日野宿山屋敷住宅南七番館１階,042-583-8158,042-583-8158,固定(多摩等),042-583-8194,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2381,日野市,○,○,社会福祉法人,1,1,独立系,8013405000663,社会福祉法人創隣会,,,居宅介護支援事業所　かりん,1373502168,東京都日野市多摩平　３－５－２１,042-514-8800,042-514-8800,固定(多摩等),042-514-8688,https://sourinkai.com/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2382,日野市,○,○,社会福祉法人,1,1,独立系,3013405000791,社会福祉法人友遊の家,,,友遊ケアセンター,1373501863,東京都日野市西平山2-2-15,042-584-5141,042-584-5141,固定(多摩等),042-584-4212,,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2383,日野市,○,○,社会福祉法人,1,1,施設併設,4013405000659,社会福祉法人寿優和会,,,ケアマネジメントセンター浅川苑,1373501699,東京都日野市高幡651-5高幡マンション第２、1階,042-593-1010,042-593-1010,固定(多摩等),042-593-1034,http://care-net.biz/13/asakawaen/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),2389,昭島市,○,○,不明(法人格の記載なし),1,1,施設併設,7012805000134,同胞互助会,,,居宅介護支援センター愛全園,1374000063,東京都昭島市田中町2-25-3,042-541-2911,042-541-2911,固定(多摩等),042-541-1661,https://aizenen.jp/index.html,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2404,昭島市,○,○,NPO,1,1,独立系,7012805000002,特定非営利活動法人アビリティクラブたすけあい昭島たすけあいワーカーズ大きなかぶ,,,ＮＰＯ・ＡＣＴ大きなかぶ居宅介護支援事業所,1374000964,東京都昭島市朝日町1-4-12マルマンビル２０１,042-545-0892,042-545-0892,固定(多摩等),042-519-5891,http://ookinakabu.jimdo.com/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2423,東久留米市,○,○,NPO,1,1,独立系,4012705000468,特定非営利活動法人くらし支援センターでんでん虫,,,ケアプランネットでんでん虫,1374800892,東京都東久留米市新川町１丁目3番19号,042-473-0109,042-473-0109,固定(多摩等),042-473-0109,http://www,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2424,東久留米市,○,○,NPO,1,1,独立系,3012705000485,特定非営利活動法人地域ケアネットワークゆいまぁる,,,ゆいまぁる指定居宅介護支援事業所,1374800108,東京都東久留米市南沢2-13-11,042-479-2307,042-479-2307,固定(多摩等),042-479-2337,http://yuimarlu.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2425,東久留米市,○,○,NPO,1,1,独立系,1012705000487,特定非営利活動法人湧水,,,シニアライフケアプランセンター,1374800165,東京都東久留米市前沢4丁目32番9号,042-479-0638,042-479-0638,固定(多摩等),042-477-0858,http://siniaraifu.org,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2426,東久留米市,○,○,NPO,1,1,独立系,9012705000488,特定非営利活動法人自立福祉会,,,ウィル～アシスタントバンク,1373900131,東京都東久留米市本町3-6-8橋本ビル204,042-477-0553,042-477-0553,固定(多摩等),042-472-4023,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2427,東久留米市,○,○,社会福祉法人,1,1,独立系,1012705000132,社会福祉法人　竹恵会,,,けんちの里指定居宅介護支援事業所,1374800496,東京都東久留米市下里４丁目２番５０号,042-472-0697,042-472-0697,固定(多摩等),042-479-1025,http://www.kenchi-sato.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2429,東久留米市,○,,社会福祉法人,1,3,独立系,7012705000135,社会福祉法人三育ライフ,,,高齢者在宅サービスセンター　シャローム南沢居宅介護支援事業所,1374800132,東京都東久留米市南沢5-18-36,042-467-1620,042-467-1620,固定(多摩等),042-477-2080,http://syalom-tokyo.net,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2430,東久留米市,○,,社会福祉法人,1,5,独立系,4030005003479,社会福祉法人安心会,,,居宅介護支援事業所ひばりが丘ふれあいの里,1374801965,東京都東久留米市ひばりが丘団地7番地10号ひばりが丘ふれあいの里,042-452-0650,042-452-0650,固定(多摩等),042-452-0651,https://anshinkai-gr.jp/anshinkai,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2444,東大和市,○,○,社会福祉法人,1,1,独立系,5012805000169,社会福祉法人向会,,,ケアプランニング向台,1374600185,東京都東大和市芋窪3-1611-1,042-563-8776,042-563-8776,固定(多摩等),042-590-3287,http://www.mukoukai.org,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社協,2446,東大和市,○,○,社協,1,1,社協・包括,1012805000156,社会福祉法人東大和市社会福祉協議会,,,東大和社協ケアマネジメントセンター,1374600029,東京都東大和市中央３－９１２－３,042-564-0054,042-564-0054,固定(多摩等),042-564-3680,https://www.higashiyamatoshakyou.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 公益法人,2449,東村山市,○,○,公益法人,1,1,独立系,2010005015593,公益財団法人結核予防会,,,公益財団法人結核予防会　居宅介護支援センター保生の森,1372700458,東京都東村山市諏訪町３丁目６番地１,042-391-1467（,042-391-1467,固定(多摩等),042-391-1429,https://www.jata-hosei.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2451,東村山市,○,○,医療法人,1,1,独立系,4012705000286,医療法人社団　新新会,,,すずらん指定居宅介護支援事業所,1372700128,東京都東村山市青葉町2-25-16ブルメゾン201,042-393-8488,042-393-8488,固定(多摩等),042-393-2808,http://sinsinkai.com/roken/included-roken/#included-01,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2475,東村山市,○,○,NPO,1,1,独立系,5012705001283,特定非営利活動法人ひなたぼっこ遊,,,ひなたぼっこ遊居宅介護支援センター,1372700912,東京都東村山市諏訪町2-23-13,042-397-4653,042-397-4653,固定(多摩等),042-397-4653,http://suwadayhana.jimdo.com/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2476,東村山市,○,○,NPO,1,1,独立系,2012705001906,特定非営利活動法人樹会,,,ケアプランセンター楓,1372702819,東村山市美住町1-14-1,042-207-7709,042-207-7709,固定(多摩等),042-313-0899,https://tatsukikai.wordpress.com/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2478,東村山市,○,○,医療法人,1,1,独立系,4012705000212,社会医療法人社団愛有会,,,指定居宅介護支援事業所はぎやま,1372700110,東京都東村山市本町4-7-14,042-391-3007,042-391-3007,固定(多摩等),042-313-3235,https://aiyukai-group.or.jp/hagiyama/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2479,東村山市,○,○,社会福祉法人,1,1,独立系,4012705000121,社会福祉法人　村山苑,,,ほんちょうケアセンター,1372701548,東京都東村山市本町３－４３－１,042-306-2270,042-306-2270,固定(多摩等),042-399-2103,http://murayamaen.or.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2481,東村山市,○,,社会福祉法人,1,4,独立系,8050005005759,社会福祉法人愛和会,,,指定居宅介護支援事業所はるびの郷,1372700789,東京都東村山市秋津町　１－３２－１８特別養護老人ホームはるびの郷　施設敷地内,042-397-6088,042-397-6088,固定(多摩等),042-397-6686,http://www.ai-wa-kai.com/,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社協,2483,東村山市,○,○,社協,1,1,社協・包括,7012705000102,社会福祉法人東村山市社会福祉協議会,,,東村山市社会福祉協議会指定居宅介護支援事業所,1372700045,東京都東村山市野口町１－２５－１５,042-399-3261,042-399-3261,固定(多摩等),042-393-0411,http://hm-shakyo.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2487,東村山市,○,○,社会福祉法人,1,1,独立系,5012705000112,社会福祉法人緑風会,,,緑風荘居宅介護支援事業所,1372700201,東京都東村山市萩山町3-31-1,042-392-8691,042-392-8691,固定(多摩等),042-392-8658,http://ryokufuusou.com/,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2496,武蔵村山市,○,○,NPO,1,1,独立系,3012805002588,特定非営利活動法人訪問看護ステーションゆいまーる,,,ケアプランセンターゆいゆい,1374901377,東京都武蔵村山市榎3丁目51番地2サウスウインド1F,042-506-8641,042-506-8641,固定(多摩等),042-506-8647,https://yuima-ru7591.jimdo.com/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2497,武蔵村山市,○,○,社会福祉法人,1,1,独立系,2012805000171,社会福祉法人　村山福祉会,,,伊奈平苑ケアプランセンター,1374900023,東京都武蔵村山市伊奈平６－１４－２,042-560-3905,042-560-3905,固定(多摩等),042-560-6985,http://www.inadairaen.com,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2498,武蔵村山市,○,○,社会福祉法人,1,1,施設併設,4012805000178,社会福祉法人　武蔵村山正徳会,,,サンシャインホーム　ケアマネジメントセンター,1374900015,東京都武蔵村山市伊奈平4丁目10番地の2,042-520-0180,042-520-0180,固定(多摩等),042-531-2321,http://www.sunshinehome.or.jp,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2504,武蔵野市,○,○,医療法人,1,1,独立系,8012405001457,医療法人社団　東仁会,,,居宅介護支援事業所　東京サポートセンター,1373302593,東京都武蔵野市吉祥寺本町1-31-11KSビル502,0422-68-3700,0422-68-3700,固定(多摩等),0422-68-3701,,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2505,武蔵野市,○,○,医療法人,1,1,医療機関併設,4012405001469,医療法人社団ゆうの会,,,むさしの共立診療所ケアプランセンター,1373300159,東京都武蔵野市西久保2-17-11,0422-52-2666,0422-52-2666,固定(多摩等),0422-52-2689,http://www.kyoritsuclinic.org/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2506,武蔵野市,○,○,医療法人,1,1,独立系,2012405001454,医療法人社団陽和会,,,グリーンパーク居宅介護支援事業所,1373300811,東京都武蔵野市緑町２－３－２１,0422-37-2941,0422-37-2941,固定(多摩等),0422-50-1211,http://www.yohwakai.com/hgp/consign/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),2511,武蔵野市,○,○,不明(法人格の記載なし),1,1,独立系,4011005001441,日本アビリティーズ協会,,,吉祥寺本町在宅介護支援センター指定居宅介護支援事業所,1373301447,東京都武蔵野市吉祥寺本町4-20-13吉祥寺本町在宅介護支援センター,0422-23-1213,0422-23-1213,固定(多摩等),0422-23-1238,https://www.abilities.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2530,武蔵野市,○,○,社会福祉法人,1,1,独立系,7012405001581,社会福祉法人武蔵野,,,ゆとりえ指定居宅介護支援事業所,1373300027,東京都武蔵野市吉祥寺南町4-25-5,0422-72-0313,0422-72-0313,固定(多摩等),0422-72-0321,http://fuku-musashino.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2532,武蔵野市,○,○,社会福祉法人,1,1,独立系,2012405001710,社会福祉法人親の家,,,親の家,1373300803,東京都武蔵野市八幡町3-4-18,0422-55-0507,0422-55-0507,固定(多摩等),0422-55-0578,https://oyanoie.jp,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2534,清瀬市,○,○,一般社団・財団,1,1,訪問看護併設,7012705001678,一般社団法人清風の会,,,けやき通り訪問看護ステーション,1374701249,東京都清瀬市上清戸２－１２－１３メゾン中川１０１,042-497-2361,042-497-2361,固定(多摩等),042-497-2352,http://www.seifuunokai.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),2535,清瀬市,○,○,不明(法人格の記載なし),1,1,独立系,4012705000105,信愛報恩会,,,清瀬市在宅介護支援センター信愛,1374700027,東京都清瀬市梅園2-3-15,042-492-1811,042-492-1811,固定(多摩等),042-433-1851,https://shin-ai.or.jp/sono/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2537,清瀬市,○,○,医療法人,1,1,医療機関併設,7012705000267,医療法人社団ホスピティウム聖十字会,,,中島医院こもれび居宅介護支援事業所,1374701595,東京都清瀬市元町１－１－９１０１,０４２－４９７－２７１０,042-497-2710,固定(多摩等),,http://www.hospice-nakajima.com/,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2538,清瀬市,○,○,医療法人,1,1,医療機関併設,9012705000257,医療法人社団雅会,,,医療法人社団雅会　山本病院　居宅介護支援事業所,1374700076,東京都清瀬市野塩1-307-2,042-495-0456,042-495-0456,固定(多摩等),042-496-1522,http://www.yamamoto-hp.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2539,清瀬市,○,○,医療法人,1,1,独立系,1012705000272,医療法社団弘善会,,,指定居宅介護支援事業所ラビアンローゼ,1374700175,東京都清瀬市下清戸3-385,042-491-1103,042-491-1103,固定(多摩等),042-491-9952,http://www.kouzenkai.com/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2549,清瀬市,○,○,社会福祉法人,1,1,施設併設,8011505000666,社会福祉法人　上宮会,,,特別養護老人ホーム上宮園居宅介護支援事業所,1374700050,東京都清瀬市竹丘3-3-31,042-491-3200,042-491-3200,固定(多摩等),042-493-0559,http://www.jyogu.com/jyoguen/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2552,清瀬市,○,○,社会福祉法人,1,1,独立系,9012705000141,社会福祉法人清悠会,,,社会福祉法人清悠会　ケア・センター悠々の会,1374700373,東京都清瀬市下清戸1-23-1,042-491-9207,042-491-9207,固定(多摩等),042-491-9006,http://www.seiyukai-yuuyuu.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 公益法人,2554,狛江市,○,○,公益法人,1,1,医療機関併設,3012405000835,公益社団法人　狛江市医師会,,,狛江市医師会訪問看護ステーション,1374500054,東京都狛江市元和泉２－３５－１あいとぴあセンター内,03-5497-7131,03-5497-7131,固定(23区),03-5497-7135,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2555,狛江市,○,○,医療法人,1,1,独立系,7010605003575,医療法人社団　あまね会,,,あまね居宅介護支援事業所,1374501409,東京都狛江市中和泉2−11−1中和泉第一マンション102,03−6763−4040,03-6763-4040,固定(23区),03−6327−6573,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2570,狛江市,○,○,NPO,1,1,独立系,3012405000488,特定非営利活動法人アビリティクラブたすけあい狛江たすけあいワーカーズなかよし,,,NPO・ACT居宅介護支援なかよし,1374500674,東京都狛江市和泉本町１－６－１５エスポワール狛江１０３号室,03-5761-9707,03-5761-9707,固定(23区),03-3480-2837,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2571,狛江市,○,○,NPO,1,1,独立系,6012405002135,特定非営利活動法人医療福祉人材支援事業団,,,こまえケアサービス,1370200592,東京都狛江市中和泉1-9-10,03-5438-7721,03-5438-7721,固定(23区),03-5438-7722,https://www.komaecare.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2572,狛江市,○,○,NPO,1,1,独立系,2012405001339,特定非営利活動法人多摩川フレンズ,,,特定非営利活動法人多摩川フレンズ,1374500450,東京都狛江市猪方3-25-37東京土建一般労働組合狛江支部会館1階,03-5438-3811,03-5438-3811,固定(23区),03-5438-3814,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2574,狛江市,○,○,社会福祉法人,1,1,施設併設,6012405000915,社会福祉法人　狛江福祉会,,,こまえ苑,1374500013,東京都狛江市岩戸南四丁目17番17号,03-3489-2417,03-3489-2417,固定(23区),03-3489-2587,https://www.komaeen.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社協,2576,狛江市,○,○,社協,1,1,独立系,8012405000913,社会福祉法人狛江市社会福祉協議会,,,あいとぴあ,1374500039,東京都狛江市元和泉２－３５－１あいとぴあセンター,03-5438-7333,03-5438-7333,固定(23区),03-3430-9779,https://welfare.komae.org/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2587,町田市,○,,一般社団・財団,1,2,独立系,8020005012122,一般社団法人ロコモラボラトリー,,,すてきな介護　ケアマネジメント,1373206547,東京都町田市中町3-8-11ビバリース中町101,042-739-6231,042-739-6231,固定(多摩等),042-739-6232,,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2588,町田市,○,○,一般社団・財団,1,1,独立系,3012305000150,一般財団法人ひふみ会,,,ココ・ヨリドコ,1373207677,東京都町田市小野路町11-1,050-5799-4468,050-5799-4468,IP電話,050-5482-5454,http://koko@yoridoko.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),2590,町田市,○,○,不明(法人格の記載なし),1,1,独立系,1012302008173,光介護サービス,,,居宅介護支援光介護サービス,1373202496,東京都町田市金森２丁目１２-１３2F,042-732-6002,042-732-6002,固定(多摩等),042-732-6003,https://hikarikaigoservice.com/,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2592,町田市,○,,医療法人,1,2,訪問看護併設,2012305000267,医療法人社団　三医会　鶴川記念病院,,,医療法人社団　三医会　訪問看護ステーション　鶴川ひまわり,1373200326,東京都町田市三輪町1059-1,044-987-5877,044-987-5877,固定(多摩等),044-987-2323,http://www.tsurukawakousei.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2593,町田市,○,○,医療法人,1,1,独立系,6012305000239,医療法人社団　芙蓉会,,,芙蓉ケアプラン,1373205226,東京都町田市南町田２－５－１０101号室,０４２－７８８－３３０１,042-788-3301,固定(多摩等),０４２－７８８－３３０９,http://www.fuyou.or.jp,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2594,町田市,○,○,医療法人,1,1,独立系,7012305001632,医療法人社団おおぞら会,,,医療法人社団おおぞら会居宅介護支援事業所ウイング町田,1373207883,東京都町田市忠生3-25-11忠生ビル301号室,042-816-3385,042-816-3385,固定(多摩等),042-794-6411,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2595,町田市,○,○,医療法人,1,1,医療機関併設,6400605000150,医療法人社団創生会,,,町田病院指定居宅介護支援事業所,1373205812,東京都町田市木曽西4-12‐22KISOコミュニティーベース2階,042-794-6573,042-794-6573,固定(多摩等),042-794-6103,http://www.machidahospital.jp/index.html,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2596,町田市,○,○,医療法人,1,1,医療機関併設,7012305000007,医療法人社団幸益会,,,かわむらクリニック居宅介護支援事業所,1373207651,東京都町田市本町田29431番地1マンション・サンライズヒル303号,042-703-3566,042-703-3566,固定(多摩等),042-732-3366,https://kawamura-clinic.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2598,町田市,○,○,医療法人,1,1,独立系,0101050000880,医療法人社団永生会,,,ケアプランセンター　ぴあの,1373204526,東京都町田市鶴間七丁目３番３号介護老人保健施設オネスティ南町田1F,042-706-8808,042-706-8808,固定(多摩等),042-706-8807,http://honesty.eisei.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2599,町田市,○,○,医療法人,1,1,独立系,7012305000279,医療法人社団泰大会,,,薬師台おはな介護相談所,1373205507,東京都町田市薬師台１丁目２５番地１２薬師台メディカルテラス,042-737-0771,042-737-0771,固定(多摩等),042-737-0772,https://taidaikai.com/home-care-support-office/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2600,町田市,○,,医療法人,1,20,医療機関併設,4011405000068,医療法人財団明理会,,,鶴川サナトリウム病院　居宅介護支援事業所,1373200581,東京都町田市広袴2-12-3,042-735-1806,042-735-1806,固定(多摩等),042-735-1188,http://www.ims.gr.jp/turukawa/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2604,町田市,○,,社会福祉法人,1,2,独立系,5420005006061,天寿園会,,,居宅介護支援センター椿,1373204542,東京都町田市相原町2311-1,042-700-1188,042-700-1188,固定(多摩等),042-700-2777,http://www.tenjuen.net/,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),2605,町田市,○,○,不明(法人格の記載なし),1,1,医療機関併設,5012305001774,天恵会,,,敬愛クリニック在宅相談室,1373206521,東京都町田市忠生四丁目5番地10ウエルストンアネックス2階,042－794－9790,042-794-9790,固定(多摩等),042－794－9899,http://keiai-med.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2638,町田市,○,○,NPO,1,1,施設併設,2012305001257,特定非営利活動法人　アットホーム,,,特定非営利活動法人　アットホーム,1373202017,東京都町田市木曽東4-19-35,042-851-9252,042-851-9252,固定(多摩等),042-851-9542,,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2639,町田市,○,○,NPO,1,1,独立系,4012305000389,特定非営利活動法人　福祉開発研究センター,,,特定非営利活動法人　福祉開発研究センター,1373202009,東京都町田市森野３－１９－１７アコール町田１Ｆ,042-724-2940,042-724-2940,固定(多摩等),042-724-2949,http://wdrc.biz/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2640,町田市,○,○,NPO,1,1,独立系,2012305001587,特定非営利活動法人こころ,,,居宅介護支援事業所こころ,1373204385,東京都町田市忠生4丁目19番地1,042-797-2556,042-797-2556,固定(多摩等),042-797-8556,http://npokokoro.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2641,町田市,○,○,NPO,1,1,独立系,9011105003226,特定非営利活動法人東京ケアネットワーク,,,町田サポートセンターあさひ,1373201688,東京都町田市旭町１－17－15,042-710-2751,042-710-2751,固定(多摩等),042-726-0013,http://care-net.biz/13/matida-asahi/index.php,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2642,町田市,○,○,NPO,1,1,独立系,5012305000371,特定非営利活動法人桜実会,,,桜実会,1373200896,東京都町田市玉川学園3-35-1玉川学園高齢者在宅サービスセンター,042-710-3380,042-710-3380,固定(多摩等),042-710-1292,http://www.ohmikai.com,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2643,町田市,○,○,NPO,1,1,独立系,9012305000384,特定非営利活動法人湧和,,,ケアプラン湧和,1373207818,東京都町田市本町田2102番地1,042-727-6810,042-727-6810,固定(多摩等),042-860-6222,https://www.npo-yuwa.com,"平日,土曜日,祝日",,,,,,,,,,,,,,
